"name" "year" "player_age" "b_total_pa" "b_k_pct" "b_bb_pct" "ops" "xops" "xba" "xslg" "xwoba" "xobp" "xiso" "exit_velocity_avg" "launch_angle_avg" "barrel_batted_rate" "solidcontact_pct" "hard_hit_pct" "z_swing_pct" "z_swing_miss_pct" "oz_swing_pct" "oz_swing_miss_pct" "oz_contact_pct" "iz_contact_pct"
"707" "Mike Ford" 2019 27 163 17.2 10.4 90.9 87.5 28.6 50.1 36.9 37.4 21.5 91.9 15.6 9.6 5.2 45.2 61.9 14.7 20.9 41.1 58.9 85.3
"708" "Rafael Devers" 2019 23 702 17 6.8 91.5 88.8 30.2 53.3 37.1 35.5 23.1 92.5 10.6 9 9.6 48.4 75.5 20.1 37.2 31.7 68.3 79.9
"709" "Josh Naylor" 2019 22 279 22.9 9 71.9 69.2 24.3 38.2 30.2 31 14 89.6 4.5 6.3 5.3 36.3 61.1 14.4 30.7 35.1 64.9 85.6
"710" "Aledmys Diaz" 2019 29 247 11.3 10.5 82.3 81.2 27.6 44.4 35.6 36.8 16.8 88.3 12.1 6.4 3.2 34.2 67.1 8.8 24.9 46.5 53.5 91.2
"711" "Luis Urias" 2019 22 249 22.5 10 65.5 69.7 23 36.1 31.3 33.6 13.1 87.3 10.1 4.4 4.4 31.4 60 18.8 24.1 36.3 63.7 81.2
"712" "Luis Arraez" 2019 22 366 7.9 9.8 83.8 78.2 29.4 41.6 34.2 36.6 12.2 87.1 11.5 2.7 2.7 22.8 60.8 6 24.2 12.6 87.4 94
"713" "Eloy Jimenez" 2019 23 504 26.6 6 82.8 84.5 27 52.6 35.5 31.9 25.6 91.2 9.3 12.8 7.1 47.9 71.2 22.6 33.8 49 51 77.4
"714" "Gleyber Torres" 2019 23 604 21.4 7.9 87.1 82.5 26.2 50.1 34.7 32.4 23.9 89.1 17.7 10.1 5.4 36.5 75.6 19.9 31.3 45.1 54.9 80.1
"715" "Willi Castro" 2019 22 110 30.9 5.5 62.2 55.3 20.4 29.2 24.5 26.1 8.8 84.7 18.1 1.5 4.4 25 70.5 22.1 39.8 43.5 56.5 77.9
"716" "Yandy Diaz" 2019 28 347 17.6 10.1 81.6 85.4 28.3 49.7 36.3 35.7 21.3 91.7 5.7 10.4 8 44.8 70 16.1 22 39.7 60.3 83.9
"717" "Meibrys Viloria" 2019 22 148 29.7 6.8 54.2 45.4 17.1 22.7 20.9 22.7 5.6 87.5 4.9 1.1 4.3 27.7 63.2 21.4 24.3 49.3 50.7 78.6
"718" "Luis Rengifo" 2019 22 406 22.9 9.9 68.4 70.4 24.1 37.7 31.2 32.7 13.6 87.1 9.3 6 4.1 29.9 63.1 19.3 24.3 38.3 61.7 80.7
"719" "Greg Allen" 2019 26 256 20.7 4.3 63.1 64.4 23.5 34.7 28.5 29.7 11.3 87.4 9.4 2.7 3.8 30.9 68 16.8 30.5 41.6 58.4 83.2
"720" "Matt Chapman" 2019 26 670 21.9 10.9 84.8 85.6 25.5 50.7 36.2 34.9 25.2 92.7 16.4 12.1 7.3 49 62.3 19.1 22.7 36.4 63.6 80.9
"721" "Michael Chavis" 2019 24 382 33.2 8.1 76.6 69.3 21.9 40.1 29.7 29.2 18.2 88.7 11.4 10.5 4.1 35.5 72.1 28.2 32.6 59.4 40.6 71.8
"722" "Isan Diaz" 2019 23 201 29.4 9.5 56.6 59.1 18.1 32.4 26.2 26.7 14.3 88.6 18.6 7.4 2.5 32.2 55.7 15.8 24.1 49.6 50.4 84.2
"723" "Adam Haseley" 2019 23 242 24.8 5.8 71.9 63.3 22.9 34.4 27.9 28.9 11.5 87.3 5 3.7 4.3 28.8 71 17.2 30.2 53.9 46.1 82.8
"724" "Rhys Hoskins" 2019 26 705 24.5 16.5 81.8 79.1 22.1 42.9 34.4 36.2 20.9 89.8 23.9 9.7 8.2 38.7 58.2 16.9 22.1 38.1 61.9 83.1
"725" "Jordan Luplow" 2019 26 261 23.4 12.6 92.3 82.6 24.8 47.6 35.4 35 22.8 89.6 16.1 12.1 6.1 38.8 73.3 21.5 17.7 46.5 53.5 78.5
"726" "Ryan O'Hearn" 2019 26 370 26.8 10.5 65 72.1 22.5 41.2 31.1 30.9 18.7 90.5 13 9.1 3.9 43.7 65.1 16.4 28 45.8 54.2 83.6
"727" "Kyle Schwarber" 2019 26 610 25.6 11.5 87.1 91.5 26.7 55.8 37.8 35.7 29.1 93.5 15.5 14.5 9 51.2 65.2 21.9 23.6 43.4 56.6 78.1
"728" "Cole Tucker" 2019 23 159 25.2 6.3 62.5 67.5 24.6 37.6 29.1 29.9 12.9 87.8 7.4 4.6 4.6 36.5 72.5 19.2 26.9 41.4 58.6 80.8
"729" "Alex Verdugo" 2019 23 377 13 6.9 81.7 80.5 29.3 46.3 34.3 34.2 17.1 89.4 8.8 5.7 6 39.7 61.2 8.8 28.9 31.2 68.8 91.2
"730" "Paul DeJong" 2019 26 664 22.4 9.3 76.2 77.4 23.9 44.8 33.3 32.6 20.9 87.1 18.2 8.6 4.5 33.9 69.4 16 28.1 45.7 54.3 84
"731" "Ramon Laureano" 2019 25 481 25.6 5.6 86 82.3 27.4 49.3 34.8 33 21.9 89.7 14.6 9.7 7.2 40.4 66.3 17.3 29.8 52.7 47.3 82.7
"732" "Yoan Moncada" 2019 24 559 27.5 7.2 91.5 86.4 28.5 52.3 36.2 34.1 23.8 93.1 12.3 12.2 7.2 47.9 66.7 20.5 29.1 53.6 46.4 79.5
"733" "Shohei Ohtani" 2019 25 425 25.9 7.8 84.6 83.1 28.1 49.1 35.3 34 21 92.8 6.8 12.2 6.5 47.1 71.5 21 30.4 40.1 59.9 79
"734" "Ronald Acuna Jr." 2019 22 715 26.3 10.6 88.1 94.6 28.2 57.8 39.3 36.8 29.6 90.6 14.2 15 9.1 47.4 68.6 22.9 24 40.5 59.5 76.9
"735" "Austin Riley" 2019 22 297 36.4 5.4 75 74.2 22.5 46.1 30.9 28.1 23.6 89.4 20.6 13.7 6 44.6 80.5 29.3 37.7 54 46 70.7
"736" "Trent Grisham" 2019 23 183 26.2 10.9 73.8 70 22.9 37.3 30.8 32.7 14.4 87.6 16 5.4 6.3 34.6 54.3 16.8 21.4 42.1 57.9 83.2
"737" "Nate Lowe" 2019 24 169 29.6 7.7 77.9 78.4 26 46.1 33.2 32.3 20.1 91.3 13 10.6 9.6 45.2 66.9 17.7 25.3 50 50 82.3
"738" "Ian Happ" 2019 25 156 25 9.6 89.8 82.6 24 51.3 34.5 31.3 27.3 89.8 16 13.7 5.9 38.2 74.6 20.5 30 51.5 48.5 79.5
"739" "Ty France" 2019 25 201 24.4 4.5 69.6 69.9 23.6 40.3 30.3 29.6 16.7 88.9 15.1 5.9 8.8 42.6 70.9 14.7 26.8 48.6 51.4 85.3
"740" "Brandon Lowe" 2019 25 327 34.6 7.6 85 81.9 23.9 50.8 34.5 31.1 26.9 91.6 19.2 16.3 7.1 46.2 77.6 27.2 30.9 64 36 72.8
"741" "Harrison Bader" 2019 25 406 28.8 11.3 67.9 73.9 21.7 41.1 31.8 32.8 19.5 88.4 15.3 9.9 7.7 35.3 57.7 17.5 24.1 49.3 50.7 82.5
"742" "David Fletcher" 2019 25 653 9.8 8.4 73.3 73.4 29.7 37.7 32.4 35.7 8 83.8 9.7 0.2 2.6 17.1 48.9 5.6 22.4 19.9 80.1 94.4
"743" "Scott Kingery" 2019 25 500 29.4 6.8 78.8 75.2 25.1 44.2 32.1 31 19 88.4 17.8 8 9.2 38.9 71.7 23.4 31 49.7 50.3 76.6
"744" "Dylan Moore" 2019 27 282 33 8.9 69 63.1 19.3 34 28.1 29.1 14.8 88.4 19.2 6.5 7.1 36.1 64.6 23.3 24.4 41.3 58.7 76.7
"745" "Myles Straw" 2019 25 128 18.8 14.8 71.8 71.5 25.9 34.4 32.6 37.1 8.5 84.7 9 1.2 3.5 16.5 54.2 10.9 16.5 17.4 82.6 89.1
"746" "Fernando Tatis Jr." 2019 20 372 29.6 8.1 96.9 82.3 25.7 49.5 34.8 32.8 23.8 90.4 6.7 13.2 7.5 44.1 70.5 23.1 29.8 57.7 42.3 76.9
"747" "Vladimir Guerrero Jr." 2019 20 514 17.7 8.9 77.2 76.5 26.1 43.5 33.1 33 17.4 89.4 6.7 7.7 6.1 38.7 69.1 15.8 28.9 41.2 58.8 84.2
"748" "Juan Soto" 2019 21 659 20 16.4 94.9 99.1 28.8 58.4 41.4 40.7 29.6 92 12.5 12.3 8.7 47.8 66.6 16 20.3 44.6 55.4 84
"749" "Bo Bichette" 2019 21 212 23.6 6.6 93 80.6 27.4 48.1 34.2 32.5 20.7 90 10.4 8.8 4.1 43.5 72.2 19.4 36.7 33.3 66.7 80.6
"750" "Lourdes Gurriel Jr." 2019 26 343 25.1 5.8 86.8 81.8 25.3 51 34.4 30.8 25.7 90.4 14.4 11.2 9.1 45.3 70 23 35.5 47.8 52.2 77
"751" "Jake Rogers" 2019 24 128 39.8 10.2 47.8 44.8 12.6 22.5 20.7 22.3 9.9 83 19.7 4.8 4.8 20.6 59.6 21.6 26.7 53.4 46.6 78.4
"752" "Bryan Reynolds" 2019 24 546 22.2 8.4 88 85.4 30 48.7 36.7 36.7 18.7 89.5 9.5 6.7 5.1 41.6 72.1 15.8 28 48.2 51.8 84.2
"753" "Josh Rojas" 2019 25 157 26.1 11.5 62.4 76.6 24.7 42.8 33.2 33.8 18.1 89 10.3 6.2 13.4 42.3 67.7 24.4 22.4 40.3 59.7 75.6
"754" "Nick Senzel" 2019 24 414 24.4 7.2 73.8 72.9 24.8 42 31.4 30.9 17.2 87.8 11.3 8 2.9 38.2 72.7 18.7 27.9 35.5 64.5 80.9
"755" "Tommy Edman" 2019 24 349 17.5 4.6 85 78.3 28.6 45 33.7 33.3 16.4 87.4 14.2 5.3 6 33.6 66 12.3 29.4 33.7 66.3 87.7
"756" "Nick Solak" 2019 24 135 21.5 11.1 88.4 79.8 25.5 43.8 34.6 36 18.3 88.3 6.3 9.2 3.4 32.2 63.1 15.2 21.9 42.6 57.4 84.8
"757" "Will Smith" 2019 24 196 26.5 9.2 90.7 77.2 22.5 45.7 32.6 31.5 23.2 89.4 23.8 10.7 9.1 38.8 63.1 17.5 22.6 45.3 54.7 82.5
"758" "Keston Hiura" 2019 23 348 30.7 7.2 93.8 86.4 26.5 53 36.1 33.4 26.6 91.4 16 13.9 7.7 50 72.9 25.4 31.8 58.8 41.2 74.6
"759" "Nicky Lopez" 2019 24 402 12.7 4.5 59.8 55 22.6 28.6 24.7 26.4 6 85.1 3.2 1.2 0.9 19.5 68.6 11.9 27.3 24.3 75.7 88.1
"760" "Yordan Alvarez" 2019 22 369 25.5 14.1 106.7 100.2 29.2 60.6 41.4 39.6 31.4 92.2 13.3 17.2 5.4 48.9 61.8 17.2 28.6 38.5 61.5 82.8
"761" "Mike Brosseau" 2019 25 142 27.5 4.9 77.9 62.7 21.6 36.1 27.1 26.6 14.5 86.5 14.3 4.3 6.4 36.2 68.4 19.5 37.5 35.7 64.3 80.5
